CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
AM,7867,AERO MEXICO,2022-09-04T05:50:00,2022-09-04T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2022-09-04T05:50:00,2022-09-04T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
6H,883,ISRAIR AIRLINES,2022-09-04T05:50:00,2022-09-04T05:50:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,G6-G9,G,ON TIME,בזמן
AA,8380,AMERICAN AIRLINES,2022-09-04T06:00:00,2022-09-04T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
AA,8389,AMERICAN AIRLINES,2022-09-04T06:00:00,2022-09-04T06:00:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AM,7891,AERO MEXICO,2022-09-04T06:00:00,2022-09-04T06:00:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,2392,IBERIA,2022-09-04T06:00:00,2022-09-04T06:00:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IZ,413,ARKIA  ISRAELI  AIRLINES,2022-09-04T06:00:00,2022-09-04T06:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1,340-345,B,ON TIME,בזמן
LY,353,EL AL ISRAEL AIRLINES,2022-09-04T06:00:00,2022-09-04T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2022-09-04T06:00:00,2022-09-04T06:00:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
PC,788,PEGASUS AIRLINES,2022-09-04T06:00:00,2022-09-04T06:00:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,1,332-335,B,ON TIME,בזמן
AA,8388,AMERICAN AIRLINES,2022-09-04T06:05:00,2022-09-04T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2022-09-04T06:05:00,2022-09-04T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
IZ,073,ARKIA  ISRAELI  AIRLINES,2022-09-04T06:05:00,2022-09-04T06:05:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,340-345,B,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2022-09-04T06:05:00,2022-09-04T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2022-09-04T06:05:00,2022-09-04T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
CX,675,CATHAY PACIFIC AIRWAYS,2022-09-04T07:45:00,2022-09-04T06:08:00,A,HKG,HONG KONG INT'L,הונג-קונג,HONG KONG,סין,CHINA,3,"","",FINAL,סופי
AA,8378,AMERICAN AIRLINES,2022-09-04T06:10:00,2022-09-04T06:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2022-09-04T06:10:00,2022-09-04T06:10:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2022-09-04T06:15:00,2022-09-04T06:15:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,27-33,A,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2022-09-04T06:20:00,2022-09-04T06:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2022-09-04T06:20:00,2022-09-04T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
TK,7711,TURKISH AIRLINES,2022-09-04T06:20:00,2022-09-04T06:20:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G5,G,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2022-09-04T06:30:00,2022-09-04T06:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
6H,041,ISRAIR AIRLINES,2022-09-04T06:30:00,2022-09-04T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
BT,772,AIR BALTIC,2022-09-04T06:40:00,2022-09-04T06:40:00,D,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3,61-63,C,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2022-09-04T06:45:00,2022-09-04T06:45:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
LY,025,EL AL ISRAEL AIRLINES,2022-09-04T06:50:00,2022-09-04T06:50:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,5201,EL AL ISRAEL AIRLINES,2022-09-04T06:55:00,2022-09-04T06:55:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,78-99,D,ON TIME,בזמן
PC,780,PEGASUS AIRLINES,2022-09-04T06:55:00,2022-09-04T06:55:00,D,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,44-47,B,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2022-09-04T07:00:00,2022-09-04T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
TK,811,TURKISH AIRLINES,2022-09-04T07:00:00,2022-09-04T07:00:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G5,G,ON TIME,בזמן
LY,5031,EL AL ISRAEL AIRLINES,2022-09-04T07:05:00,2022-09-04T07:05:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,78-99,D,ON TIME,בזמן
BA,166,BRITISH AIRWAYS PLC,2022-09-04T07:10:00,2022-09-04T07:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,12-17,A,ON TIME,בזמן
ET,415,ETHIOPIAN AIRLINES,2022-09-04T07:10:00,2022-09-04T07:10:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,"","",CANCELED,מבוטלת
LH,683,LUFTHANSA,2022-09-04T07:15:00,2022-09-04T07:15:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
SN,7166,BRUSSELS AIRLINES,2022-09-04T07:15:00,2022-09-04T07:15:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
UA,9470,UNITED AIRLINES,2022-09-04T07:15:00,2022-09-04T07:15:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
IZ,2821,ARKIA  ISRAELI  AIRLINES,2022-09-04T07:20:00,2022-09-04T07:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
FX,9830,FEDERAL EXPRESS,2022-09-04T07:25:00,2022-09-04T07:25:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,"","",NOT FINAL,לא סופי
LY,2433,EL AL ISRAEL AIRLINES,2022-09-04T07:30:00,2022-09-04T07:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
W6,4547,WIZZAIR,2022-09-04T07:30:00,2022-09-04T07:30:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,"","",NOT FINAL,לא סופי
6H,571,ISRAIR AIRLINES,2022-09-04T07:30:00,2022-09-04T07:30:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,G10-G13,G,ON TIME,בזמן
AA,8385,AMERICAN AIRLINES,2022-09-04T07:45:00,2022-09-04T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
CHG,504,CHALLENGE AIRLINES,2022-09-04T07:45:00,2022-09-04T07:45:00,A,LGG,LIEGE,ליאז,LIEGE,בלגיה,BELGIUM,3,"","",NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2022-09-04T07:45:00,2022-09-04T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
RJ,342,ROYAL  JORDANIAN,2022-09-04T07:45:00,2022-09-04T07:45:00,A,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,"","",NOT FINAL,לא סופי
TP,8910,AIR PORTUGAL,2022-09-04T07:45:00,2022-09-04T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,052,EL AL ISRAEL AIRLINES,2022-09-04T07:55:00,2022-09-04T07:45:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,"","",FINAL,סופי
QF,5023,QANTAS AIRWAYS,2022-09-04T07:55:00,2022-09-04T07:45:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,"","",FINAL,סופי
AF,975,AIR FRANCE,2022-09-04T07:50:00,2022-09-04T07:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-38,B,ON TIME,בזמן
DL,8509,DELTA AIRLINES,2022-09-04T07:50:00,2022-09-04T07:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-38,B,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2022-09-04T07:50:00,2022-09-04T07:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",CANCELED,מבוטלת
QAS,MSSML,QUALITY AIR SERVICES,2022-09-04T07:55:00,2022-09-04T07:55:00,D,LIN,MILAN-LINATE,מילאנו,MILAN,איטליה,ITALY,3,"","",ON TIME,בזמן
AA,8393,AMERICAN AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
AC,9541,AIR CANADA,2022-09-04T08:00:00,2022-09-04T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
BZ,692,BLUE BIRD AIRWAYS,2022-09-04T09:20:00,2022-09-04T08:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,44-46,B,EARLY,הוקדמה
IZ,803,ARKIA  ISRAELI  AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
LH,695,LUFTHANSA,2022-09-04T08:00:00,2022-09-04T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
SN,7168,BRUSSELS AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
UA,9287,UNITED AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,27-33,A,ON TIME,בזמן
6H,177,ISRAIR AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,1,313-315,A,ON TIME,בזמן
6H,421,ISRAIR AIRLINES,2022-09-04T08:00:00,2022-09-04T08:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
700,MMBLY,אסאז אחזקות,2022-09-04T08:10:00,2022-09-04T08:10:00,D,ASW,ASWAN,אסואן,ASWAN,מצרים,EGYPT,3,"","",ON TIME,בזמן
TO,3441,TRANSAVIA FRANCE,2022-09-04T07:00:00,2022-09-04T08:20:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,67-69,C,DELAYED,עיכוב
W6,4548,WIZZAIR,2022-09-04T08:20:00,2022-09-04T08:20:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,1,301-311,A,ON TIME,בזמן
DL,5936,DELTA AIRLINES,2022-09-04T08:25:00,2022-09-04T08:25:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,21-26,A,ON TIME,בזמן
VS,454,VIRGIN ATLANTIC AIRWAYS,2022-09-04T08:25:00,2022-09-04T08:25:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,21-26,A,ON TIME,בזמן
A3,493,AEGEAN  AIRLINES,2022-09-04T08:30:00,2022-09-04T08:30:00,D,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,56-58,C,ON TIME,בזמן
RJ,343,ROYAL  JORDANIAN,2022-09-04T08:30:00,2022-09-04T08:30:00,D,AMM,AMMAN (QUEEN ALIA INT'L),עמאן,AMMAN,ירדן,JORDAN,3,8-11,A,ON TIME,בזמן
HY,301,UZBEKISTAN AIR,2022-09-04T08:35:00,2022-09-04T08:35:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,"","",NOT FINAL,לא סופי
W6,3257,WIZZAIR,2022-09-04T08:35:00,2022-09-04T08:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,"","",NOT FINAL,לא סופי
A9,695,GEORGIAN AIRWAYS,2022-09-04T08:40:00,2022-09-04T08:40:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,"","",NOT FINAL,לא סופי
IZ,802,ARKIA  ISRAELI  AIRLINES,2022-09-04T08:45:00,2022-09-04T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",NOT FINAL,לא סופי
XC,496,CORONDON AIRLINES,2022-09-04T08:45:00,2022-09-04T08:45:00,D,DLM,DALAMAN,דאלאמן,DALAMAN,טורקיה,TURKEY,3,64-66,C,ON TIME,בזמן
W6,4427,WIZZAIR,2022-09-04T08:50:00,2022-09-04T08:50:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,"","",NOT FINAL,לא סופי
TK,784,TURKISH AIRLINES,2022-09-04T08:55:00,2022-09-04T08:55:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
AM,7885,AERO MEXICO,2022-09-04T09:00:00,2022-09-04T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
BZ,888,BLUE BIRD AIRWAYS,2022-09-04T09:00:00,2022-09-04T09:00:00,D,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,42-44,B,ON TIME,בזמן
CY,110,CYPRUS AIRWAYS,2022-09-04T09:00:00,2022-09-04T09:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",NOT FINAL,לא סופי
LY,323,EL AL ISRAEL AIRLINES,2022-09-04T09:00:00,2022-09-04T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2022-09-04T09:00:00,2022-09-04T09:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,G7-G10,G,ON TIME,בזמן
QAS,N100H,QUALITY AIR SERVICES,2022-09-04T09:10:00,2022-09-04T09:00:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,"","",FINAL,סופי
A3,926,AEGEAN  AIRLINES,2022-09-04T09:05:00,2022-09-04T09:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",NOT FINAL,לא סופי
PC,791,PEGASUS AIRLINES,2022-09-04T09:05:00,2022-09-04T09:05:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
BZ,752,BLUE BIRD AIRWAYS,2022-09-04T09:10:00,2022-09-04T09:10:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,46-48,B,ON TIME,בזמן
6H,042,ISRAIR AIRLINES,2022-09-04T09:10:00,2022-09-04T09:10:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",NOT FINAL,לא סופי
U8,1532,TUS AIRWAYS,2022-09-04T09:20:00,2022-09-04T09:20:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,52-55,B,ON TIME,בזמן
WZ,025,RED WINGS AIRLINES,2022-09-04T09:20:00,2022-09-04T09:20:00,A,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,"","",NOT FINAL,לא סופי
IZ,091,ARKIA  ISRAELI  AIRLINES,2022-09-04T09:25:00,2022-09-04T09:25:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,12-15,A,ON TIME,בזמן
UA,084,UNITED AIRLINES,2022-09-04T09:55:00,2022-09-04T09:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,"","",FINAL,סופי
W6,3258,WIZZAIR,2022-09-04T09:25:00,2022-09-04T09:25:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,1,301-311,A,ON TIME,בזמן
IZ,807,ARKIA  ISRAELI  AIRLINES,2022-09-04T09:30:00,2022-09-04T09:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
MNE,431,TOMONTENEGRO,2022-09-04T09:30:00,2022-09-04T09:30:00,D,TGD,PODGORICA,פודגוריצה,PODGORICA,מונטנגרו,MONTENEGRO,3,49-51,B,ON TIME,בזמן
EK,2369,EMIRATES,2022-09-04T09:35:00,2022-09-04T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2022-09-04T09:35:00,2022-09-04T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,"","",NOT FINAL,לא סופי
A9,696,GEORGIAN AIRWAYS,2022-09-04T09:40:00,2022-09-04T09:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,16-19,A,ON TIME,בזמן
W6,4428,WIZZAIR,2022-09-04T09:40:00,2022-09-04T09:40:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,1,301-311,A,ON TIME,בזמן
A3,548,AEGEAN  AIRLINES,2022-09-04T09:45:00,2022-09-04T09:45:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,"","",NOT FINAL,לא סופי
IZ,2822,ARKIA  ISRAELI  AIRLINES,2022-09-04T09:45:00,2022-09-04T09:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",NOT FINAL,לא סופי
A4,551,AZIMUTH AIRLINES,2022-09-04T09:50:00,2022-09-04T09:50:00,A,MRV,MINERALNYE VODY,מינראל וודי,MINERALNYE VODY,רוסיה,RUSSIAN FEDERATION,3,"","",NOT FINAL,לא סופי
QAS,9HVCO,QUALITY AIR SERVICES,2022-09-04T09:50:00,2022-09-04T09:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,"","",ON TIME,בזמן
XC,432,CORONDON AIRLINES,2022-09-04T09:50:00,2022-09-04T09:50:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,62-64,C,ON TIME,בזמן
IZ,074,ARKIA  ISRAELI  AIRLINES,2022-09-04T09:55:00,2022-09-04T09:55:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,"","",NOT FINAL,לא סופי
AC,080,AIR CANADA,2022-09-04T10:00:00,2022-09-04T10:00:00,A,YYZ,TORONTO,טורונטו,TORONTO,קנדה,CANADA,3,"","",FINAL,סופי
A3,927,AEGEAN  AIRLINES,2022-09-04T10:00:00,2022-09-04T10:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,59-61,C,ON TIME,בזמן
CY,111,CYPRUS AIRWAYS,2022-09-04T10:00:00,2022-09-04T10:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,67-69,C,ON TIME,בזמן
MNB,547,MNG CARGO AIRLINES,2022-09-04T10:00:00,2022-09-04T10:00:00,A,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
VY,7846,VUELING AIRLINES S.A.,2022-09-04T10:00:00,2022-09-04T10:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,"","",NOT FINAL,לא סופי
W6,8203,WIZZAIR,2022-09-04T10:00:00,2022-09-04T10:00:00,A,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3,"","",NOT FINAL,לא סופי
PC,792,PEGASUS AIRLINES,2022-09-04T10:05:00,2022-09-04T10:05:00,D,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,1,332-335,B,ON TIME,בזמן
AA,8371,AMERICAN AIRLINES,2022-09-04T10:10:00,2022-09-04T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
AM,7863,AERO MEXICO,2022-09-04T10:10:00,2022-09-04T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
HY,302,UZBEKISTAN AIR,2022-09-04T10:10:00,2022-09-04T10:10:00,D,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,34-38,B,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2022-09-04T10:10:00,2022-09-04T10:10:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
PC,795,PEGASUS AIRLINES,2022-09-04T10:10:00,2022-09-04T10:10:00,A,SAW,ISTANBUL-SABIHA GOKCHEN,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
LY,5193,EL AL ISRAEL AIRLINES,2022-09-04T10:15:00,2022-09-04T10:15:00,D,SSH,SHARM EL SHEIKH,שארם אל-שייח,SHARM EL SHEIKH,מצרים,EGYPT,3,78-99,D,ON TIME,בזמן
IZ,804,ARKIA  ISRAELI  AIRLINES,2022-09-04T10:20:00,2022-09-04T10:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,"","",NOT FINAL,לא סופי
TK,7668,TURKISH AIRLINES,2022-09-04T10:20:00,2022-09-04T10:20:00,A,AYT,ANTALYA,אנטליה,ANTALYA,טורקיה,TURKEY,3,"","",NOT FINAL,לא סופי
W6,7899,WIZZAIR,2022-09-04T10:20:00,2022-09-04T10:20:00,A,DEB,DEBRECEN,דברצן,DEBRECEN,הונגריה,HUNGARY,3,"","",NOT FINAL,לא סופי
6H,043,ISRAIR AIRLINES,2022-09-04T10:20:00,2022-09-04T10:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
W6,2680,WIZZAIR,2022-09-04T10:25:00,2022-09-04T10:25:00,A,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,"","",NOT FINAL,לא סופי
A3,549,AEGEAN  AIRLINES,2022-09-04T10:30:00,2022-09-04T10:30:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,56-58,C,ON TIME,בזמן
JU,8253,AIR SERBIA,2022-09-04T10:30:00,2022-09-04T10:30:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G6,G,ON TIME,בזמן
TK,785,TURKISH AIRLINES,2022-09-04T10:30:00,2022-09-04T10:30:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G6,G,ON TIME,בזמן
6E,4040,INDIGO AIRLINES,2022-09-04T10:30:00,2022-09-04T10:30:00,D,IST,ISTANBUL,איסטנבול,ISTANBUL,טורקיה,TURKEY,3,G1-G6,G,ON TIME,בזמן
LY,2434,EL AL ISRAEL AIRLINES,2022-09-04T10:35:00,2022-09-04T10:35:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,"","",NOT FINAL,לא סופי
W6,8287,WIZZAIR,2022-09-04T10:40:00,2022-09-04T10:40:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,"","",NOT FINAL,לא סופי
CHG,513,CHALLENGE AIRLINES,2022-09-04T10:45:00,2022-09-04T10:45:00,D,LGG,LIEGE,ליאז,LIEGE,בלגיה,BELGIUM,3,"","",ON TIME,בזמן
